customer_id,customer_name,sub_segment,loyalty_status,tenure_years,years_active_in_window,consistency_rate,revenue_5yr,revenue_2020,revenue_2021,revenue_2022,revenue_2023,revenue_2024,ineligibility_reason,analysis_timestamp
1008976,Comercializadora Grupo Bahmoz SA de CV,UNKNOWN,Loyal,4,5,1,333367.06,22741,111732.9,62142.4,9060,127690.76,,2/17/2026 18:35
1002404,"Asbury's, Inc.",TRADE SHOWROOM,Loyal,5,5,1,332315.92,28100.5,65751,50086,53127.41,135251.01,,2/17/2026 18:35
1007999,"Vida Design, LLC",DESIGN_FIRM,Loyal,5,5,1,330243.89,27639.5,32938,46535,84046.67,139084.72,,2/17/2026 18:35
1002480,Turner's Fine Furniture,M_LOC RET (STOCK),Loyal,5,5,1,325824.9,55174.5,60629.8,69645.7,67109.4,73265.5,,2/17/2026 18:35
1010933,BLACKCHALK HOME,S_LOC RET (STOCK),Loyal,5,5,1,321413.7,44417.4,38478.7,68500.5,85237.9,84779.2,,2/17/2026 18:35
1010780,Collective Design Group,TRADE SHOWROOM,Loyal,5,5,1,319766.01,43541.7,45543.6,106031.44,41367.01,83282.26,,2/17/2026 18:35
1003208,"Fowler & Co., Inc dba Fowler Interiors",TRADE SHOWROOM,Loyal,5,5,1,318921.28,21555,89033.02,75837,86555.75,45940.51,,2/17/2026 18:35
1000090,O.P. Jenkins Furniture Company,M_LOC RET (STOCK),Loyal,4,5,1,318599.07,28919,51400,44900.5,87431,105948.57,,2/17/2026 18:35
1008783,Robb and Stucky Int'l Inc,M_LOC RET (STOCK),Loyal,5,5,1,317954.47,28298,39947,47644,98454.2,103611.27,,2/17/2026 18:35
1009158,HFC Interiors,DESIGN_FIRM,Loyal,4,5,1,315339.5,23817,33055,67906,94430,96131.5,,2/17/2026 18:35
1011106,Lola Interiors,NO SHOWROOM,Loyal,5,5,1,313530.18,52258,50710.7,95652.73,55513.25,59395.5,,2/17/2026 18:35
1000830,Gladhill Furniture,S_LOC RET (STOCK),Loyal,5,5,1,313190.39,40847.7,65452.3,86143.43,56817.08,63929.88,,2/17/2026 18:35
1005353,"Urban Outfitters, Inc.",OMNI-CHANNEL,Loyal,5,5,1,310858.7,134251,82014,21685.7,63211,9697,,2/17/2026 18:35
1000060,Hom Furniture,M_LOC RET (STOCK),Loyal,5,5,1,306981.51,44991.3,50023.36,71907.64,76174.63,63884.58,,2/17/2026 18:35
1003750,Plushrugs.Com,ECOMM PURE PLAY,Loyal,5,5,1,301047.72,37038.93,52516.7,55265.12,99123.67,57103.3,,2/17/2026 18:35
1000473,Hadingers Flooring,S_LOC RET (SW/SAMP),Loyal,5,5,1,300281.1,47760,80516,63062,78017.1,30926,,2/17/2026 18:35
1013489,The White House Interiors,M_LOC RET (STOCK),Loyal,5,5,1,299629.15,35480.7,62885.3,94464.25,78929.5,27869.4,,2/17/2026 18:35
1003213,Pulte Interiors LLC - 0015,NO SHOWROOM,Loyal,5,5,1,298543.13,25334,44579.5,58032,77164.83,93432.8,,2/17/2026 18:35
1002888,Nandina,TRADE SHOWROOM,Loyal,5,5,1,293628.63,31260,55245.5,63730.7,68290.32,75102.11,,2/17/2026 18:35
1005211,Blufish Designs,S_LOC RET (SW/SAMP),Loyal,5,5,1,291711.54,20482,45216.5,66659.41,50398.78,108954.85,,2/17/2026 18:35
1002437,John Kilmer Fine Interiors,S_LOC RET (STOCK),Loyal,5,5,1,291351.18,28620,55397.2,78425.68,77780.2,51128.1,,2/17/2026 18:35
1003477,Decorum (TX),S_LOC RET (STOCK),Loyal,5,5,1,290537.8,28186.5,77120.65,69941.15,67210,48079.5,,2/17/2026 18:35
1006411,"Directbuy Home Improvement, Inc dba  Z Gallerie",NAT_RET (STOCK),Loyal,4,5,1,290091.68,46571,75604.75,60461,92502.93,14952,,2/17/2026 18:35
1003839,CASH,NO SHOWROOM,Loyal,5,5,1,289063.57,34174.3,46595.79,41064.94,77921.74,89306.8,,2/17/2026 18:35
1011869,Textures,S_LOC RET (SW/SAMP),Loyal,4,5,1,286429.55,21168.2,38312.7,50709.04,86331.8,89907.81,,2/17/2026 18:35
1001569,Barclay Butera,VIRTUAL SHOWROOM,Loyal,5,5,1,286417.96,40919,103242,85116.96,13536,43604,,2/17/2026 18:35
1000403,Carolina Furniture and Interiors,M_LOC RET (STOCK),Loyal,5,5,1,285165.85,56796.75,86480.1,56236.5,54571,31081.5,,2/17/2026 18:35
1000757,Summer House LLC,M_LOC RET (STOCK),Loyal,4,5,1,284993.8,14203.5,35939.69,76212.84,88658.86,69978.91,,2/17/2026 18:35
1000487,"Rugs As Art, Inc",S_LOC RET (STOCK),Loyal,5,5,1,284292.33,40026,86622,63142.33,71117,23385,,2/17/2026 18:35
1012815,Interior Marketing Group,NO SHOWROOM,Loyal,4,5,1,281926.5,12300,94350,78990,51993,44293.5,,2/17/2026 18:35
1003733,Rugsdoneright.Com,NICHE,Loyal,5,3,0.6,279870.16,104556.25,116393.06,58920.85,0,0,,2/17/2026 18:35
1010127,The Feathered Nest,S_LOC RET (STOCK),Loyal,5,5,1,279238.26,36499,42825,94905.4,49715.76,55293.1,,2/17/2026 18:35
1004145,Chaya Neiman,SINGLE_LOCATION,Loyal,5,5,1,278119.66,21890,68938.5,77726,59963.25,49601.91,,2/17/2026 18:35
1002413,Bixby and Ball,S_LOC RET (SW/SAMP),Loyal,5,5,1,277370.3,36761.5,50525.8,70732.23,56368,62982.77,,2/17/2026 18:35
1013488,Cumbaa Design Co,S_LOC RET (STOCK),Loyal,4,5,1,276582.6,30540.7,67653.1,59589.4,62866.7,55932.7,,2/17/2026 18:35
1003385,K Renee Home,S_LOC RET (STOCK),Loyal,5,5,1,270844.35,52495.7,46330,56578,55226.25,60214.4,,2/17/2026 18:35
1001994,Studio M Interiors LLC- Minn,S_LOC RET (SW/SAMP),Loyal,5,5,1,270232.51,31713,73837,61831.09,54107.92,48743.5,,2/17/2026 18:35
1002081,Maran Anderson Home,S_LOC RET (STOCK),Loyal,5,5,1,269715,19082,45518,61199.35,77231.75,66683.9,,2/17/2026 18:35
1000564,Dump-Haynes,OFF-PRICE,Loyal,5,5,1,267182.05,71358.4,66756,21344.8,83359.9,24362.95,,2/17/2026 18:35
1014336,Grace Home Decor,NO SHOWROOM,Loyal,4,5,1,266401.05,39623,77208.5,43690,66088.75,39790.8,,2/17/2026 18:35
1009998,M II Interiors,S_LOC RET (STOCK),Loyal,4,5,1,265478.6,51014.2,60995,61318.4,57131,35020,,2/17/2026 18:35
1005324,Lee Douglas Interiors,M_LOC RET (STOCK),Loyal,5,5,1,263730.9,36061,68351.4,83970,45205.5,30143,,2/17/2026 18:35
1000495,Decorators Unlimited,NO SHOWROOM,Loyal,5,5,1,262465.22,19764,25034,127406.65,62002.6,28257.97,,2/17/2026 18:35
1010704,Four Chairs Furniture,S_LOC RET (STOCK),Loyal,5,5,1,262212.41,27175.5,82531,74975,48293,29237.91,,2/17/2026 18:35
1014842,Rockwood Custom Homes,DESIGN_FIRM,Loyal,4,5,1,260656,5997,18038,40031.6,73626.5,122962.9,,2/17/2026 18:35
1001732,Kbk To The Trade,TRADE SHOWROOM,Loyal,5,5,1,260580.14,54861.1,35285.5,43768.42,71424.04,55241.08,,2/17/2026 18:35
1000236,Martha O'Hara Interiors,NO SHOWROOM,Loyal,5,5,1,259857.66,13248,28276.3,100803.02,54657.88,62872.46,,2/17/2026 18:35
1005145,Scout and Nimble LLC,ECOMM PURE PLAY,Loyal,4,5,1,259100.65,38507.35,84680.9,72393.7,25434.8,38083.9,,2/17/2026 18:35
1006823,"Dwellings 2, Inc.",S_LOC RET (SW/SAMP),Loyal,5,5,1,258525.18,21163.75,70438,70390.43,59816,36717,,2/17/2026 18:35
1000630,Creative Interiors And Design (WA),SINGLE_LOCATION,Loyal,5,5,1,252633.37,30084.4,53703,49591.1,44632.25,74622.62,,2/17/2026 18:35
1006046,Brown Design Group (LA),DESIGN_FIRM,Loyal,4,5,1,252423.81,28969.5,68743,38897.75,75683.16,40130.4,,2/17/2026 18:35
1004851,Bassman-Blaine Corporate (USE 1003837 ONLY),DESIGN_FIRM,Loyal,5,5,1,250984.3,48828.9,90402.14,92152.46,14124.8,5476,,2/17/2026 18:35
1017123,Home and Salvage,S_LOC RET (STOCK),Loyal,4,5,1,249660.1,5201,32477,60628.6,80229.5,71124,,2/17/2026 18:35
1004304,Kate Marker Interiors,NO SHOWROOM,Loyal,5,5,1,247078.41,16103.25,36257,36764.24,39177.5,118776.42,,2/17/2026 18:35
1011396,Amethyst Home,M_LOC RET (STOCK),Loyal,5,5,1,245951.37,14413,52387.2,78600.55,62085.92,38464.7,,2/17/2026 18:35
1016020,Ellie Mroz Design,DESIGN_FIRM,Loyal,4,5,1,244420.32,14013,45026.2,81327.63,71651.49,32402,,2/17/2026 18:35
1001702,Swann's Furniture,S_LOC RET (SW/SAMP),Loyal,4,5,1,241747.79,23260.4,47984.38,71675.75,37113.78,61713.48,,2/17/2026 18:35
1004791,Ileana Palacios Corp.,OTH NORTH AMERICA,Loyal,5,5,1,240826.83,18374,33257.83,41405,43936,103854,,2/17/2026 18:35
1012441,"Surround In Design, OH",SINGLE_LOCATION,Loyal,4,5,1,239795.4,33781,43021,43744.4,50777.5,68471.5,,2/17/2026 18:35
1014679,Susan Keesler Home,TRADE SHOWROOM,Loyal,4,5,1,239669.54,46646,32731.5,58221.5,63691.92,38378.62,,2/17/2026 18:35
1003639,"Dahlgren Duck and Associates, LLC",NO SHOWROOM,Loyal,4,5,1,239497.48,23032.5,121794.5,33681.14,43217.5,17771.84,,2/17/2026 18:35
1004012,Laura Kehoe,S_LOC RET (STOCK),Loyal,5,5,1,238622.6,38970,33072.5,59311,43101.1,64168,,2/17/2026 18:35
1001891,Carolina Design Associates,TRADE SHOWROOM,Loyal,4,5,1,238457.83,30851,23569.83,39720.73,35414.21,108902.06,,2/17/2026 18:35
1008623,Dwellings (NC),S_LOC RET (STOCK),Loyal,5,5,1,236133.97,21243.2,43847,80547,59865.65,30631.12,,2/17/2026 18:35
1008666,Monnry Lighting and Home Accents S.A.,OTH NORTH AMERICA,Loyal,4,5,1,234504.65,70,11900,94948,90983.95,36602.7,,2/17/2026 18:35
1004686,"Bragg Furniture Co, Inc.",S_LOC RET (SW/SAMP),Loyal,4,5,1,232967.72,24676,51401.5,53594,35744.9,67551.32,,2/17/2026 18:35
1001472,Focus Design Interiors,DESIGN_FIRM,Loyal,5,5,1,231757.3,14761,17592.5,39382.3,81550.55,78470.95,,2/17/2026 18:35
1001562,Est Est Inc,NO SHOWROOM,Loyal,5,5,1,230711.48,31052,27433,34561.74,59867.27,77797.47,,2/17/2026 18:35
1014866,Lesle Veca Designs,S_LOC RET (STOCK),Loyal,5,5,1,230399.42,29140.1,68051.7,58847.87,40151.55,34208.2,,2/17/2026 18:35
1012416,Art of Design,S_LOC RET (SW/SAMP),Loyal,5,5,1,228468.28,29957.2,49938.38,51815.5,33276.5,63480.7,,2/17/2026 18:35
1009384,Stephanie Kraus Designs,NO SHOWROOM,Loyal,4,5,1,227817.23,16947.8,24605,56356.9,54843.3,75064.23,,2/17/2026 18:35
1006007,"27 Diamonds, Inc.",NO SHOWROOM,Loyal,5,5,1,226330.5,37621.4,37918.4,33927.2,53296.04,63567.46,,2/17/2026 18:35
1012037,Spiffy Design LLC,S_LOC RET (STOCK),Loyal,4,5,1,224673.09,21101.4,25959,69268.48,43819.71,64524.5,,2/17/2026 18:35
1010296,Joy of Living,DESIGN_FIRM,Loyal,5,5,1,223056.96,27511.2,49305.42,51975.2,54512.64,39752.5,,2/17/2026 18:35
1007049,"Royal Interior Designs, Ltd.",DESIGN_FIRM,Loyal,5,5,1,222056.2,34828,76608,47967,36941.4,25711.8,,2/17/2026 18:35
1010208,"Court Atkins Interiors, LLC",TRADE SHOWROOM,Loyal,4,5,1,221707.4,17372,44858.1,39323.2,65871.55,54282.55,,2/17/2026 18:35
1004333,Fabrics and Furnishings,S_LOC RET (STOCK),Loyal,5,5,1,219613.7,44389,53622,66567,27557.8,27477.9,,2/17/2026 18:35
1006930,Salt Design Co,SINGLE_LOCATION,Loyal,5,5,1,219118.51,22876,36210,53780,38969.51,67283,,2/17/2026 18:35
1001768,"Framale Design, SA de CV",OTH NORTH AMERICA,Loyal,5,5,1,217980.8,49545.8,44865.9,54399.5,38272.8,30896.8,,2/17/2026 18:35
1000249,"Walsh Design Group, DBA. Martin Patrick 3",NO SHOWROOM,Loyal,5,5,1,215921.38,36226.5,66092.68,43223.24,42927.51,27451.45,,2/17/2026 18:35
1000285,Mark Gonsenhauser,S_LOC RET (STOCK),Loyal,4,4,0.8,215537.17,1525,0,172737.91,35386.26,5888,,2/17/2026 18:35
1002426,Cadieux Ltd.,SINGLE_LOCATION,Loyal,5,5,1,214513,41333,47941.5,69652,19771.5,35815,,2/17/2026 18:35
1002108,Oriental Gallery,S_LOC RET (SW/SAMP),Loyal,5,5,1,214169.85,14348.5,10260,51739.7,75738.7,62082.95,,2/17/2026 18:35
1001474,Bella Vita Interiors,NO SHOWROOM,Loyal,4,5,1,211126.7,32060.5,37305,37856.9,65968,37936.3,,2/17/2026 18:35
1010248,Eros,S_LOC RET (SW/SAMP),Loyal,5,5,1,209916.25,55402.1,66584.1,25534.75,43404.3,18991,,2/17/2026 18:35
1002997,Freestyle Interiors,NO SHOWROOM,Loyal,5,5,1,209151.58,19775.5,35704,67657.67,43608.41,42406,,2/17/2026 18:35
1009974,Cooper and Co Home + Gift,S_LOC RET (SW/SAMP),Loyal,5,5,1,208363.17,40637.63,47626,51375.5,24344,44380.04,,2/17/2026 18:35
1005230,Host,M_LOC RET (STOCK),Loyal,5,5,1,208246,18722.4,40380.5,23728.75,56144,69270.35,,2/17/2026 18:35
1007784,Designer's Resource Collection (SD),TRADE SHOWROOM,Loyal,5,5,1,207432.33,28956,49671.42,27801.78,39701.64,61301.49,,2/17/2026 18:35
1003818,Employee,EMPLOYEEFRIENDFAMILY,Loyal,5,5,1,207093.25,19677.46,41416.17,53640.79,46912.1,45446.73,,2/17/2026 18:35
